STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1569,"THALIPARAMBA, KERALA",NAN,29.00,5.90,7.10,6666.00,0.70,4.13,118.00,393.00,2008.00
1570,"HOSDURG, KERALA",NAN,28.00,6.40,7.10,17771.00,1.00,5.20,760.00,1865.00,2008.00
1571,"KAKKADAVU,  KERALA",NAN,28.00,7.30,6.70,62.00,0.90,2.80,293.00,920.00,2008.00
1572,"PADIYATHADKA, KERALA",NAN,28.00,7.60,6.60,61.00,0.50,3.40,85.00,503.00,2008.00
1573,"IRUMPANAM, KERALA",NAN,30.00,2.40,6.70,221.00,2.10,3.97,220.00,660.00,2008.00
2284,R NEYYAR AT ARUVIPURAM,NAN,27.00,7.10,6.80,89.00,1.20,0.40,620.00,1600.00,2008.00
2285,R MAMOM AT MAMOM BRIDGE,NAN,27.00,6.40,6.70,110.00,0.50,0.20,1400.00,3200.00,2008.00
2286,R AYROOR AT AYROOR BRIDGE,NAN,27.00,3.50,6.90,105.00,0.70,0.15,265.00,800.00,2008.00
2287,R ITHIKKARA AT ITHIKKARA,NAN,28.00,7.40,7.30,155.00,0.80,1.20,570.00,920.00,2008.00
2288,R PALLICKAL AT NELLIMUKAL,NAN,28.00,6.80,6.90,77.00,0.90,1.80,215.00,470.00,2008.00
2289,R KARUVANNURR AT KARUVANNUR BDG.,NAN,27.00,5.50,6.50,75.00,1.90,0.10,1300.00,2100.00,2008.00
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,NAN,31.00,5.40,6.50,102.00,4.00,0.10,320.00,680.00,2008.00
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,30.00,4.80,6.80,90.00,1.10,0.10,730.00,1090.00,2008.00
2292,R THIRUR AT THALAKKADATHUR BRIDGE,NAN,28.00,5.80,6.30,87.00,0.70,0.10,633.00,1500.00,2008.00
2293,R KADALUNDI AT HAJIRAPPALLY,NAN,27.00,7.30,6.60,57.00,0.40,0.25,297.00,883.00,2008.00
2294,R KALLAI AT KALLAI BRIDGE,NAN,28.00,5.80,7.50,18291.00,0.80,0.25,435.00,1000.00,2008.00
2295,R CORAPUZHA AT KANAYANKODE,NAN,28.00,6.20,6.70,2497.00,0.50,0.15,510.00,1100.00,2008.00
2296,R THALLASSERY AT PATHIPPALAM,NAN,27.00,7.30,6.10,45.00,0.70,0.20,150.00,1050.00,2008.00
2297,R ANCHARAKANDY AT MERUVAMBA,NAN,27.00,7.60,6.30,39.00,0.50,0.20,1040.00,2588.00,2008.00
2298,R KUPPAM AT RAYAROM,NAN,25.00,7.70,6.60,31.00,0.30,0.15,490.00,1300.00,2008.00
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,NAN,28.00,5.40,5.90,595.00,0.80,0.10,570.00,1375.00,2008.00
2300,R PERUVAMBA AT CHANDAPPURA,NAN,28.00,7.40,6.10,30.00,0.90,0.30,690.00,1050.00,2008.00
2301,R KAVVAI AT KUTTIYOL PALAM,NAN,28.00,6.60,5.90,37.00,0.70,0.10,540.00,1725.00,2008.00
2302,R NEELASWARAM AT NAMBIARKAL DAM,NAN,28.00,6.50,6.50,1135.00,0.70,0.25,850.00,1850.00,2008.00
2303,R PULLUR AT PULLUR BR.,NAN,27.00,7.20,5.90,39.00,0.80,0.55,440.00,1500.00,2008.00
2304,R MOGRAL AT MOGRAL BR.,NAN,29.00,6.30,6.50,925.00,1.10,0.30,830.00,1550.00,2008.00
2305,R SHRIYA AT ANGADIMOGARU,NAN,27.00,7.60,6.60,50.00,0.60,0.25,1660.00,3000.00,2008.00
2306,R UPPALA AT  UPPALA BR.,NAN,27.00,7.30,6.50,64.00,1.40,0.50,1280.00,2850.00,2008.00
2307,R MANJESWAR AT BAJRAKKARA BR.,NAN,27.00,7.50,7.00,74.00,0.80,0.10,1400.00,2800.00,2008.00
2326,R KORAYAR AT KANJIKODE,NAN,26.00,4.40,7.30,428.00,0.40,0.15,285.00,1090.00,2008.00
2331,R BHARATHAPUZHA AT KUTTIPPURAM,NAN,27.00,6.80,7.00,169.00,0.40,0.25,255.00,560.00,2008.00
2337,R KADAMBAYAR AT BRAHMAPURAM,NAN,29.00,1.70,6.20,181.00,3.00,0.45,672.00,2208.00,2008.00
2338,R KADAMBAYAR AT MANCKAKADAVU,NAN,29.00,3.00,6.10,80.00,2.00,0.13,268.00,1240.00,2008.00
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,28.00,6.90,7.80,469.00,0.89,0.86,152.00,5874.00,2008.00
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,32.00,7.70,8.10,266.00,1.83,1.01,1950.00,3175.00,2008.00
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,32.00,6.80,7.80,16468.00,1.65,2.00,440.00,775.00,2008.00
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,28.00,7.50,8.20,233.00,2.50,0.89,2600.00,4300.00,2008.00
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,26.00,7.60,8.10,233.00,1.35,1.43,2025.00,3200.00,2008.00
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,26.00,7.00,7.60,593.00,0.25,1.95,NAN,NAN,2008.00
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,25.00,7.60,6.60,118.00,1.15,0.15,70.00,180.00,2008.00
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,27.00,6.80,6.60,179.00,1.88,0.20,118.00,253.00,2008.00
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,28.00,6.80,6.70,172.00,2.14,0.19,263.00,402.00,2008.00
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,28.00,6.90,7.10,260.00,1.78,0.13,110.00,200.00,2008.00
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,27.00,7.30,6.60,94.00,1.27,0.17,73.00,150.00,2008.00
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,26.00,7.40,6.70,88.00,1.03,0.15,89.00,173.00,2008.00
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,28.00,7.20,7.20,439.00,2.28,0.14,236.00,415.00,2008.00
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,27.00,6.80,7.60,749.00,2.25,0.36,424.00,699.00,2008.00
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,26.00,6.90,7.30,252.00,4.33,1.00,322.00,858.00,2008.00
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,29.00,7.00,7.30,46.00,1.00,NAN,49.00,707.00,2008.00
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,31.00,7.00,7.30,40.00,1.00,NAN,12.00,81.00,2008.00
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",NAN,30.00,7.70,8.10,195.00,1.10,0.70,0.00,10.00,2008.00
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,23.00,8.00,8.20,572.00,0.50,NAN,12.00,26.00,2008.00
1884,KALA AMB D/S MARKANDA RIVER,NAN,24.00,3.80,7.80,1424.00,155.60,0.66,NAN,NAN,2008.00
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,23.00,4.90,7.80,704.00,3.50,NAN,57.00,375.00,2008.00
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,20.00,5.90,7.20,703.00,5.40,2.05,1950.00,21000.00,2008.00
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,21.00,5.30,7.40,1095.00,27.00,3.35,48000.00,217500.00,2008.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,30.00,6.70,6.90,1094.00,17.10,19.40,NAN,NAN,2008.00
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,",NAN,30.00,6.20,7.00,1312.00,22.30,17.70,NAN,NAN,2008.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,21.00,5.70,7.30,732.00,10.70,2.40,5450.00,45500.00,2008.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",NAN,21.00,5.00,7.20,983.00,26.10,3.05,32250.00,135000.00,2008.00
1698,"D/S CHHATBIR, PUNJAB",NAN,20.00,5.00,7.30,748.00,7.40,2.65,12500.00,90000.00,2008.00
1699,"U/S DHAKANSU NALLAH, PUNJAB",NAN,20.00,5.10,7.20,760.00,13.50,2.55,22000.00,122500.00,2008.00
1700,"D/S DHAKANSU NALLAH, PUNJAB",NAN,21.00,4.50,7.20,856.00,23.80,3.45,34000.00,232500.00,2008.00
1701,"D/S JHARMAL NADI, PUNJAB",NAN,21.00,4.40,7.20,1184.00,18.10,3.75,17250.00,70000.00,2008.00
1702,"U/S JHARMAL NADI, PUNJAB",NAN,20.00,4.50,7.40,1186.00,22.70,3.07,13000.00,78333.00,2008.00
1703,"GHAGGER AT MOONAK, PUNJAB",NAN,21.00,5.20,7.50,1036.00,28.50,3.55,28750.00,155000.00,2008.00
1704,"D/S SARDULGARH, PUNJAB",NAN,21.00,5.50,7.60,973.00,27.80,3.33,130500.00,392500.00,2008.00
1705,"U/S SARDULGARH, PUNJAB",NAN,21.00,5.60,7.60,951.00,25.80,3.23,22500.00,712500.00,2008.00
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,25.00,6.40,7.90,378.00,4.10,0.94,NAN,NAN,2008.00
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,31.00,6.80,7.00,970.00,25.30,20.20,NAN,NAN,2008.00
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,21.00,5.40,7.80,438.00,1.70,0.41,3.00,6.00,2008.00
1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,27.00,7.90,6.70,120.00,1.20,NAN,NAN,135.00,2008.00
1457,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,26.00,6.20,7.30,135.00,1.80,NAN,NAN,113.00,2008.00
1627,"KIYAMGI, MANIPUR",NAN,27.00,8.20,7.60,176.00,1.90,NAN,NAN,135.00,2008.00
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,28.00,6.60,7.40,112.00,1.20,NAN,NAN,91.00,2008.00
1458,"IRIL AT PORAMPET, MANIPUR",NAN,26.00,7.90,7.80,196.00,0.80,NAN,NAN,73.00,2008.00
1624,"LILONG, MANIPUR",NAN,29.00,9.00,8.00,269.00,1.80,NAN,NAN,155.00,2008.00
1925,KHUGA RIVER (CHURACHANDPUR DIST.),NAN,28.00,NAN,8.00,698.00,NAN,NAN,NAN,NAN,2008.00
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",NAN,30.00,9.60,7.60,633.00,NAN,NAN,NAN,30.00,2008.00
1625,"HUMP BRIDGE, MANIPUR",NAN,27.00,3.20,6.80,389.00,26.00,NAN,NAN,633.00,2008.00
1626,"HEIRANGOITHONG, MANIPUR",NAN,28.00,5.50,7.50,375.00,24.00,NAN,NAN,383.00,2008.00
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",NAN,19.00,5.00,3.20,630.00,7.00,2.50,27.00,33.00,2008.00
2050,TLAWNG UPSTREAM AIZAWL,NAN,26.00,7.00,7.80,122.00,0.65,NAN,NAN,3.00,2008.00
2051,TLAWNG DOWNSTREAM AIZAWL,NAN,26.00,7.20,7.80,130.00,0.93,0.10,NAN,3.00,2008.00
2052,TUIRIAL UPPER CATCHMENT,NAN,25.00,6.60,8.00,151.00,0.98,NAN,NAN,6.00,2008.00
2053,TUIRIAL LOWER CATCHMENT,NAN,25.00,6.70,7.90,188.00,1.03,NAN,NAN,8.00,2008.00
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",NAN,28.00,6.10,7.70,120.00,1.36,NAN,264.00,350.00,2008.00
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,29.00,5.40,7.30,141.00,2.67,0.08,285.00,510.00,2008.00
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",NAN,28.00,5.80,7.80,161.00,2.93,0.10,518.00,588.00,2008.00
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,NAN,NAN,7.60,253.00,NAN,2.80,NAN,NAN,2007.00
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,25.00,7.00,7.70,448.00,0.40,0.20,17.00,42.00,2007.00
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,25.00,4.80,7.50,20360.00,8.80,0.20,23.00,65.00,2007.00
1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,27.00,4.90,7.70,904.00,3.60,NAN,13950.00,32750.00,2007.00
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,28.00,6.40,8.00,477.00,2.40,NAN,12325.00,22825.00,2007.00
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,29.00,6.70,7.90,14111.00,2.90,NAN,10725.00,21000.00,2007.00
1865,RIVER DHADHAR AT KOTHWADA,NAN,28.00,5.70,7.60,868.00,4.20,0.40,5.00,57.00,2007.00
1148,"AMBIKA AT BILIMORA, GUJARAT",NAN,30.00,6.20,8.00,899.00,3.10,NAN,10275.00,16500.00,2007.00
1149,"KOLAK AT PATALIA BDG., GUJARAT",NAN,26.00,4.80,7.60,14426.00,10.40,0.10,32.00,148.00,2007.00
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,27.00,6.20,7.40,29920.00,3.60,0.20,14.00,41.00,2007.00
1434,AMLAKHADI AT ANKLESHWAR,NAN,27.00,NAN,7.50,5414.00,359.00,0.10,3.00,14.00,2007.00
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,27.00,4.20,7.80,589.00,4.00,NAN,23575.00,50250.00,2007.00
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,30.00,6.80,7.50,2870.00,2.50,0.10,582.00,1114.00,2007.00
1475,ZUARI AT PANCHAWADI,NAN,29.00,6.50,6.90,1690.00,1.50,0.10,555.00,1331.00,2007.00
1476,"MANDOVI AT TONCA, MARCELA, GOA",NAN,29.00,6.50,7.10,3110.00,1.60,0.10,1243.00,2056.00,2007.00
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,29.00,6.40,7.70,44000.00,2.30,0.10,814.00,1287.00,2007.00
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,27.00,7.20,7.20,70.00,1.60,0.10,1554.00,2887.00,2007.00
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,28.00,7.20,6.80,60.00,2.10,0.10,5778.00,10403.00,2007.00
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,28.00,7.40,7.10,80.00,1.40,0.10,475.00,1010.00,2007.00
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,28.00,7.20,6.90,80.00,1.30,0.10,1009.00,1938.00,2007.00
1547,"RIVER TALPONA AT CANACONA, GOA",NAN,29.00,7.40,7.00,66.00,2.00,0.10,700.00,1451.00,2007.00
1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,28.00,6.30,6.60,66.00,1.60,0.10,1427.00,3293.00,2007.00
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,26.00,6.40,7.30,103.00,4.00,0.24,126.00,753.00,2007.00
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,27.00,6.70,7.40,103.00,3.90,0.22,64.00,644.00,2007.00
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,28.00,6.60,7.50,97.00,3.70,0.25,16.00,169.00,2007.00
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,28.00,5.70,7.20,531.00,5.30,0.75,116.00,456.00,2007.00
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,25.00,6.40,7.10,113.00,3.90,0.47,60.00,400.00,2007.00
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,25.00,6.60,7.20,88.00,3.90,0.45,228.00,1146.00,2007.00
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,22.00,6.20,7.30,117.00,4.00,0.50,169.00,638.00,2007.00
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,28.00,5.50,6.60,1314.00,1.70,0.40,290.00,668.00,2007.00
18,"PERIYAR AT KALADY, KERALA",NAN,27.00,7.50,6.80,32.00,0.80,0.30,200.00,738.00,2007.00
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,28.00,6.70,6.80,42.00,1.00,0.40,230.00,804.00,2007.00
20,"CHALIYAR AT KOOLIMADU, KERALA",NAN,28.00,6.90,6.70,73.00,0.50,0.20,688.00,1242.00,2007.00
21,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,28.00,6.80,6.90,7920.00,0.50,0.20,391.00,813.00,2007.00
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,29.00,7.40,7.20,49.00,1.10,0.30,327.00,641.00,2007.00
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,28.00,7.20,6.80,58.00,1.50,0.30,173.00,556.00,2007.00
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,29.00,6.80,6.60,115.00,2.00,0.50,148.00,635.00,2007.00
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,28.00,0.80,6.80,2156.00,7.40,1.00,14825.00,20733.00,2007.00
1156,"PAMBA AT CHENGANNUR, KERALA",NAN,26.00,7.10,6.10,34.00,0.60,0.50,1300.00,1975.00,2007.00
1341,"PAMBA AT THAKAZHY, KERALA",NAN,26.00,5.90,6.20,52.00,0.50,0.60,1100.00,1775.00,2007.00
1565,"PAMBA DOWN, KERALA",NAN,26.00,5.10,6.20,55.00,1.10,0.40,1275.00,2000.00,2007.00
1339,"MEENACHIL AT KIDANGOOR, KERALA",NAN,26.00,6.70,6.20,43.00,0.70,0.40,1325.00,2100.00,2007.00
1340,"MANIMALA  AT KALLOOPARA, KERALA",NAN,26.00,5.80,6.20,34.00,0.60,0.30,975.00,1625.00,2007.00
1384,"MANIMALA AT THONDRA, KERALA",NAN,26.00,6.40,6.20,39.00,0.70,0.40,1375.00,1900.00,2007.00
1342,"ACHENKOIL AT THUMPAMON, KERALA",NAN,26.00,6.60,6.30,41.00,0.60,0.30,1033.00,1442.00,2007.00
1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,26.00,5.40,6.20,47.00,0.70,0.50,1250.00,1825.00,2007.00
1442,"VAMANAPURAM, KERALA",NAN,28.00,6.70,6.70,80.00,1.30,0.50,1655.00,3050.00,2007.00
1563,"AMARAVILA, KERALA",NAN,27.00,6.40,7.00,112.00,1.40,0.70,3850.00,5725.00,2007.00
1564,"AYUR, KERALA",NAN,29.00,6.30,7.10,83.00,1.00,0.40,643.00,1080.00,2007.00
1566,"THIRURANGADY, KERALA",NAN,28.00,6.20,6.50,95.00,0.80,1.20,1075.00,2550.00,2007.00
1567,"KUTTIYADY ESTATE, KERALA",NAN,28.00,6.90,6.40,41.00,0.50,0.20,83.00,285.00,2007.00
1568,"VALAYAM, KERALA",NAN,27.00,6.80,6.50,51.00,0.50,0.20,98.00,435.00,2007.00
1569,"THALIPARAMBA, KERALA",NAN,28.00,6.60,6.90,11654.00,0.70,0.30,338.00,963.00,2007.00
1570,"HOSDURG, KERALA",NAN,28.00,7.00,7.20,11962.00,0.30,0.30,68.00,550.00,2007.00
1571,"KAKKADAVU,  KERALA",NAN,28.00,7.50,6.90,52.00,0.50,0.20,138.00,685.00,2007.00
1572,"PADIYATHADKA, KERALA",NAN,28.00,7.40,6.80,68.00,0.30,0.20,160.00,725.00,2007.00
1573,"IRUMPANAM, KERALA",NAN,29.00,2.80,6.60,1239.00,2.30,0.60,263.00,645.00,2007.00
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,28.00,6.20,7.60,380.00,0.50,0.50,1318.00,24583.00,2007.00
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,30.00,7.90,7.90,382.00,2.10,0.21,993.00,2700.00,2007.00
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,28.00,8.10,8.00,21030.00,1.70,0.51,146.00,463.00,2007.00
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,30.00,7.20,7.70,244.00,1.20,0.51,980.00,1793.00,2007.00
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,32.00,6.70,7.60,231.00,1.50,0.56,1460.00,3133.00,2007.00
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,29.00,7.00,8.10,637.00,3.50,1.20,NAN,NAN,2007.00
1159,"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",NAN,26.00,7.50,6.50,65.00,1.00,0.15,108.00,319.00,2007.00
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,28.00,6.80,6.50,88.00,0.90,0.11,111.00,233.00,2007.00
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,29.00,6.80,6.50,128.00,1.80,0.15,295.00,507.00,2007.00
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,32.00,7.80,7.20,250.00,1.90,0.15,128.00,249.00,2007.00
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,28.00,7.20,6.40,71.00,1.20,0.12,67.00,165.00,2007.00
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,27.00,7.40,6.50,71.00,1.50,0.12,98.00,189.00,2007.00
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,31.00,7.60,7.10,428.00,2.50,0.15,226.00,443.00,2007.00
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,28.00,6.80,7.20,856.00,2.10,0.32,213.00,348.00,2007.00
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,27.00,7.30,7.30,152.00,2.00,1.28,333.00,998.00,2007.00
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,NAN,28.00,6.90,7.20,58.00,1.00,NAN,14.00,55.00,2007.00
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,29.00,7.00,7.20,56.00,1.00,NAN,4.00,16.50,2007.00
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,22.00,7.90,7.90,385.00,2.50,0.25,11.00,24.00,2007.00
1884,KALA AMB D/S MARKANDA RIVER,NAN,18.00,3.90,7.90,2422.00,74.80,0.78,NAN,NAN,2007.00
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,24.00,4.90,7.60,972.00,19.60,1.80,328.00,718.00,2007.00
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,20.00,7.40,7.50,413.00,2.10,1.23,1663.00,10775.00,2007.00
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",NAN,21.00,6.10,7.80,632.00,8.10,2.90,37250.00,162500.00,2007.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD, HARYANA",NAN,24.00,4.90,8.10,852.00,26.30,18.10,NAN,NAN,2007.00
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,26.00,4.50,8.30,996.00,25.30,15.80,NAN,NAN,2007.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,21.00,6.70,7.60,425.00,7.40,2.88,22250.00,78750.00,2007.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (A/C), PUNJAB",NAN,21.00,6.30,7.70,619.00,7.30,3.28,28250.00,125000.00,2007.00
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",NAN,22.00,6.40,7.70,439.00,4.20,2.20,60275.00,440750.00,2007.00
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",NAN,22.00,6.50,7.70,686.00,9.80,2.60,19750.00,105000.00,2007.00
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",NAN,21.00,6.40,7.80,754.00,13.80,2.53,56500.00,227500.00,2007.00
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",NAN,22.00,6.30,7.70,615.00,8.20,3.70,34500.00,622500.00,2007.00
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",NAN,21.00,6.20,7.60,457.00,3.70,2.23,8633.00,49000.00,2007.00
1703,"GHAGGER AT MOONAK, PUNJAB",NAN,21.00,6.00,7.80,690.00,9.60,3.00,16250.00,117500.00,2007.00
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",NAN,21.00,5.90,7.80,692.00,11.10,3.50,94000.00,222500.00,2007.00
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",NAN,21.00,5.90,7.70,699.00,10.40,3.33,60500.00,967500.00,2007.00
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,22.00,6.50,8.20,1315.00,2.20,0.05,NAN,NAN,2007.00
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,25.00,6.60,8.20,895.00,26.30,15.50,NAN,NAN,2007.00
2047,"NNANCHOE (ATTAWA CHOE), CHANDIGARH",NAN,29.00,NAN,7.20,NAN,50.00,0.27,NAN,NAN,2007.00
2048,"PATIALA KI RAO, CHANDIGARH",NAN,30.00,NAN,7.40,NAN,50.00,0.40,NAN,NAN,2007.00
2049,"SUKHNA CHOE, CHANDIGARH",NAN,29.00,1.00,7.30,NAN,49.70,0.60,NAN,NAN,2007.00
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,19.00,5.60,7.40,168.00,2.20,0.38,5.00,16.00,2007.00
2050,"TLAWNG UPSTREAM AIZAWL, MIZORAM",NAN,25.00,6.70,7.90,135.00,0.40,NAN,NAN,3.00,2007.00
2051,"TLAWNG DOWNSTREAM AIZAWL, MIZORAM",NAN,25.00,6.50,7.90,195.00,0.60,NAN,NAN,3.00,2007.00
2052,"TUIRIAL UPPER CATCHMENT, MIZORAM",NAN,24.00,7.30,7.80,219.00,0.50,NAN,NAN,NAN,2007.00
2053,"TUIRIAL LOWER CATCHMENT, MIZORAM",NAN,24.00,7.70,7.90,227.00,0.40,NAN,NAN,15.00,2007.00
